ERwin Property Ids,1075850516::User Formatted Name  [read only],0::Object Type  [read only],1073742125::Definition,1073742126::Name,1075848978::Type  [read only],1075849017::Attribute,1075849056::Physical Data Type,1075849060::Percent Null,1075849062::Null Option,1075849102::View Column Expression,1075849115::Empty Is Null,1075849117::Read Only,1075849121::Data Sources  [read only],1075849122::DS Comment,1075849125::Row GUID,1075849131::Physical Order  [read only],1075849136::Parent Attribute  [read only],1075849137::Parent Relationship  [read only],1075849148::Comments,1075849172::Physical Only,1075849173::Logical Only,1075849176::Physical Name,1075849201::Logical Data Type,1075849452::Domain Parent,1075849722::Is Not For Replication,1075849731::Font Color,1075849769::Generated Identity,1075849842::Color Is Inherited,1075849843::Font Inherited,1075849998::Font Size,1075849999::Font Bold,1075850000::Font Italic,1075850008::Update Attribute Definition to Match,1075850017::Starting Value,1075850018::Increment By,1075850085::Attribute Order  [read only],1075850088::Column Order  [read only],1075850089::Theme,1075850186::Expression,1075850193::Dependent Objects  [read only],1075850237::Logical Lead Attribute  [read only],1075850245::Physical Lead Attribute  [read only],1075850297::Font Charset,1075850516::User Formatted Name  [read only],1075850521::Check Constraint Inheritance Prohibited,1075850522::Default Constraint Inheritance Prohibited,1075850564::Collation,1075850637::Populate All Rows With Default Value,1075850700::Persisted,1075850734::XML Document Type,1075850736::XML Schema Collection,1075850744::Sparse,1075851000::Is Filestream,1075851001::Is Sparse Column Set,1075851147::Font,1075851148::Font Name,1075851149::Font Strikethrough,1075851150::Font Underscore,1075851212::Average Width,1075851250::Is Encrypted,1075851720::Image,1075852278::Extended Notes Order  [read only],1075852305::Column Mask Function,1075852321::Column Encryption Key,1075852322::Encryption Type,1075852340::Hidden,1075852464::Password,1075852560::PII,1075853568::Column Class,1075853916::Attribute Data Vault Complaincy,1092616196::Attribute.Physical.Description
"1075838981::1645","BankAccountCode",Column,"","BankAccountCode","Non Primary Key","","nvarchar(20)","0","Null","","","","","","","12","","","","","","BankAccountCode","NVARCHAR(20)","String","","8470830","","","","10","false","false","","","","12","12","","","Suppliers_Archive","","","Western","BankAccountCode","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","12","","Default String Icon","","default()","","","false","","","","",""
"1075838981::1646","BankAccountNumber",Column,"","BankAccountNumber","Non Primary Key","","nvarchar(20)","0","Null","","","","","","","13","","","","","","BankAccountNumber","NVARCHAR(20)","String","","8470830","","","","10","false","false","","","","13","13","","","Suppliers_Archive","","","Western","BankAccountNumber","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","20","","Default String Icon","","default()","","","false","","","","",""
"1075838981::1647","BankInternationalCode",Column,"","BankInternationalCode","Non Primary Key","","nvarchar(20)","0","Null","","","","","","","14","","","","","","BankInternationalCode","NVARCHAR(20)","String","","8470830","","","","10","false","false","","","","14","14","","","Suppliers_Archive","","","Western","BankInternationalCode","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","10","","Default String Icon","","default()","","","false","","","","",""
"1075838981::1648","PaymentDays",Column,"","PaymentDays","Non Primary Key","","int","","Not Null","","","","","","","15","","","","","","PaymentDays","INTEGER","Number","","8470830","","","","10","false","false","","","","15","15","","","Suppliers_Archive","","","Western","PaymentDays","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","",""
"1075838981::1649","InternalComments",Column,"","InternalComments","Non Primary Key","","nvarchar(max)","85","Null","","","","","","","16","","","","","","InternalComments","NVARCHAR","String","","8470830","","","","10","false","false","","","","16","16","","","Suppliers_Archive","","","Western","InternalComments","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","81","","Default String Icon","","","","","false","","","","",""
"1075838981::1650","PhoneNumber",Column,"","PhoneNumber","Non Primary Key","","nvarchar(20)","","Not Null","","","","","","","17","","","","","","PhoneNumber","NVARCHAR(20)","String","","8470830","","","","10","false","false","","","","17","17","","","Suppliers_Archive","","","Western","PhoneNumber","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","28","","Default String Icon","","","","","false","","","","",""
"1075838981::1651","FaxNumber",Column,"","FaxNumber","Non Primary Key","","nvarchar(20)","","Not Null","","","","","","","18","","","","","","FaxNumber","NVARCHAR(20)","String","","8470830","","","","10","false","false","","","","18","18","","","Suppliers_Archive","","","Western","FaxNumber","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","28","","Default String Icon","","","","","false","","","","",""
"1075838981::1652","WebsiteURL",Column,"","WebsiteURL","Non Primary Key","","nvarchar(256)","","Not Null","","","","","","","19","","","","","","WebsiteURL","NVARCHAR(256)","String","","8470830","","","","10","false","false","","","","19","19","","","Suppliers_Archive","","","Western","WebsiteURL","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","58","","Default String Icon","","","","","false","","","","",""
"1075838981::1653","DeliveryAddressLine1",Column,"","DeliveryAddressLine1","Non Primary Key","","nvarchar(60)","","Not Null","","","","","","","20","","","","","","DeliveryAddressLine1","NVARCHAR(60)","String","","8470830","","","","10","false","false","","","","20","20","","","Suppliers_Archive","","","Western","DeliveryAddressLine1","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","10","","Default String Icon","","","","","false","","","","",""
"1075838981::1654","DeliveryAddressLine2",Column,"","DeliveryAddressLine2","Non Primary Key","","nvarchar(60)","0","Null","","","","","","","21","","","","","","DeliveryAddressLine2","NVARCHAR(60)","String","","8470830","","","","10","false","false","","","","21","21","","","Suppliers_Archive","","","Western","DeliveryAddressLine2","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","36","","Default String Icon","","","","","false","","","","",""
"1075838981::1655","DeliveryPostalCode",Column,"","DeliveryPostalCode","Non Primary Key","","nvarchar(10)","","Not Null","","","","","","","22","","","","","","DeliveryPostalCode","NVARCHAR(10)","String","","8470830","","","","10","false","false","","","","22","22","","","Suppliers_Archive","","","Western","DeliveryPostalCode","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","10","","Default String Icon","","","","","false","","","","",""
"1075838981::1656","DeliveryLocation",Column,"","DeliveryLocation","Non Primary Key","","geography","100","Null","","","","","","","23","","","","","","DeliveryLocation","SPATIAL","_default_","","8470830","","","","10","false","false","","","","23","23","","","Suppliers_Archive","","","Western","DeliveryLocation","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default <unknown> Icon","","","","","false","","","","",""
"1075838981::1657","PostalAddressLine1",Column,"","PostalAddressLine1","Non Primary Key","","nvarchar(60)","","Not Null","","","","","","","24","","","","","","PostalAddressLine1","NVARCHAR(60)","String","","8470830","","","","10","false","false","","","","24","24","","","Suppliers_Archive","","","Western","PostalAddressLine1","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","22","","Default String Icon","","","","","false","","","","",""
"1075838981::1658","PostalAddressLine2",Column,"","PostalAddressLine2","Non Primary Key","","nvarchar(60)","0","Null","","","","","","","25","","","","","","PostalAddressLine2","NVARCHAR(60)","String","","8470830","","","","10","false","false","","","","25","25","","","Suppliers_Archive","","","Western","PostalAddressLine2","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","16","","Default String Icon","","","","","false","","","","",""
"1075838981::1659","PostalPostalCode",Column,"","PostalPostalCode","Non Primary Key","","nvarchar(10)","","Not Null","","","","","","","26","","","","","","PostalPostalCode","NVARCHAR(10)","String","","8470830","","","","10","false","false","","","","26","26","","","Suppliers_Archive","","","Western","PostalPostalCode","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","10","","Default String Icon","","","","","false","","","","",""
"1075838981::1660","LastEditedBy",Column,"","LastEditedBy","Non Primary Key","","int","","Not Null","","","","","","","27","","","","","","LastEditedBy","INTEGER","Number","","8470830","","","","10","false","false","","","","27","27","","","Suppliers_Archive","","","Western","LastEditedBy","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","",""
"1075838981::1661","ValidFrom",Column,"","ValidFrom","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","28","","","","","","ValidFrom","DATE","Datetime","","0","","","","10","false","false","","","","28","28","","","Suppliers_Archive,ValidFrom","","","Western","ValidFrom","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::1662","ValidTo",Column,"","ValidTo","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","29","","","","","","ValidTo","DATE","Datetime","","0","","","","10","false","false","","","","29","29","","","Suppliers_Archive,ValidTo","","","Western","ValidTo","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::1668","SupplierTransactionID",Column,"","SupplierTransactionID","Primary Key","","int","","Not Null","","","","","","","1","","","","","","SupplierTransactionID","INTEGER","Number","","8470830","","","","10","false","false","","","","1","1","","","SupplierTransactions,SupplierTransactionID","","","Western","SupplierTransactionID","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Numeric ID used to refer to a supplier transaction within the database"
"1075838981::1669","SupplierID",Column,"","SupplierID","Non Primary Key","","int","","Not Null","","","","","","","2","SupplierID","FK_Purchasing_SupplierTransactions_SupplierID_Purchasing_Suppliers (Suppliers to SupplierTransactions)","","","","SupplierID","INTEGER","Number","","12470272","","","","10","false","false","","","","2","2","","","SupplierTransactions,SupplierID,SupplierID","","","Western","SupplierID","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Supplier for this transaction"
"1075838981::1670","TransactionTypeID",Column,"","TransactionTypeID","Non Primary Key","","int","","Not Null","","","","","","","3","TransactionTypeID","FK_Purchasing_SupplierTransactions_TransactionTypeID_Application_TransactionTypes (TransactionTypes to SupplierTransactions)","","","","TransactionTypeID","INTEGER","Number","","12470272","","","","10","false","false","","","","3","3","","","SupplierTransactions,TransactionTypeID,TransactionTypeID","","","Western","TransactionTypeID","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Type of transaction"
"1075838981::1671","PurchaseOrderID",Column,"","PurchaseOrderID","Non Primary Key","","int","16","Null","","","","","","","4","PurchaseOrderID","FK_Purchasing_SupplierTransactions_PurchaseOrderID_Purchasing_PurchaseOrders (PurchaseOrders to SupplierTransactions)","","","","PurchaseOrderID","INTEGER","Number","","12470272","","","","10","false","false","","","","4","4","","","SupplierTransactions,PurchaseOrderID,PurchaseOrderID","","","Western","PurchaseOrderID","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","ID of an purchase order (for transactions associated with a purchase order)"
"1075838981::1672","PaymentMethodID",Column,"","PaymentMethodID","Non Primary Key","","int","0","Null","","","","","","","5","PaymentMethodID","FK_Purchasing_SupplierTransactions_PaymentMethodID_Application_PaymentMethods (PaymentMethods to SupplierTransactions)","","","","PaymentMethodID","INTEGER","Number","","12470272","","","","10","false","false","","","","5","5","","","SupplierTransactions,PaymentMethodID,PaymentMethodID","","","Western","PaymentMethodID","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","ID of a payment method (for transactions involving payments)"
"1075838981::1673","SupplierInvoiceNumber",Column,"","SupplierInvoiceNumber","Non Primary Key","","nvarchar(20)","16","Null","","","","","","","6","","","","","","SupplierInvoiceNumber","NVARCHAR(20)","String","","8470830","","","","10","false","false","","","","6","6","","","SupplierTransactions","","","Western","SupplierInvoiceNumber","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","7","","Default String Icon","","","","","false","","","","","Invoice number for an invoice received from the supplier"
"1075838981::1674","TransactionDate",Column,"","TransactionDate","Non Primary Key","","date","","Not Null","","","","","","","7","","","","","","TransactionDate","INTERVAL","Datetime","","0","","","","10","false","false","","","","7","7","","","SupplierTransactions,TransactionDate,TransactionDate,TransactionDate,TransactionDate,TransactionDate,TransactionDate,TransactionDate,TransactionDate,TransactionDate,TransactionDate,TransactionDate,TransactionDate,TransactionDate","","","Western","TransactionDate","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","","Date for the transaction"
"1075838981::1675","AmountExcludingTax",Column,"","AmountExcludingTax","Non Primary Key","","decimal(18,2)","","Not Null","","","","","","","8","","","","","","AmountExcludingTax","DECIMAL(18,2)","Number","","8470830","","","","10","false","false","","","","8","8","","","SupplierTransactions","","","Western","AmountExcludingTax","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","5","","Default Number Icon","","","","","false","","","","","Transaction amount (excluding tax)"
"1075838981::1676","TaxAmount",Column,"","TaxAmount","Non Primary Key","","decimal(18,2)","","Not Null","","","","","","","9","","","","","","TaxAmount","DECIMAL(18,2)","Number","","8470830","","","","10","false","false","","","","9","9","","","SupplierTransactions","","","Western","TaxAmount","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","5","","Default Number Icon","","","","","false","","","","","Tax amount calculated"
"1075838981::1677","TransactionAmount",Column,"","TransactionAmount","Non Primary Key","","decimal(18,2)","","Not Null","","","","","","","10","","","","","","TransactionAmount","DECIMAL(18,2)","Number","","8470830","","","","10","false","false","","","","10","10","","","SupplierTransactions","","","Western","TransactionAmount","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","5","","Default Number Icon","","","","","false","","","","","Transaction amount (including tax)"
"1075838981::1678","OutstandingBalance",Column,"","OutstandingBalance","Non Primary Key","","decimal(18,2)","","Not Null","","","","","","","11","","","","","","OutstandingBalance","DECIMAL(18,2)","Number","","8470830","","","","10","false","false","","","","11","11","","","SupplierTransactions","","","Western","OutstandingBalance","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","5","","Default Number Icon","","","","","false","","","","","Amount still outstanding for this transaction"
"1075838981::1679","FinalizationDate",Column,"","FinalizationDate","Non Primary Key","","date","1","Null","","","","","","","12","","","","","","FinalizationDate","INTERVAL","Datetime","","8470830","","","","10","false","false","","","","12","12","","","SupplierTransactions","","","Western","FinalizationDate","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","","Date that this transaction was finalized (if it has been)"
"1075838981::1680","IsFinalized",Column,"","IsFinalized","Non Primary Key","","CHAR(18)","0","Null","","","","","","","13","","","","","","IsFinalized","CHAR(18)","String","","0","","","","10","false","false","","","","13","13","","(case when [FinalizationDate] IS NULL then CONVERT([bit],(0)) else CONVERT([bit],(1)) end)","SupplierTransactions,IsFinalized","","","Western","IsFinalized","","","","","true","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","false","","","","","Is this transaction finalized (invoices, credits and payments have been matched)"
"1075838981::1681","LastEditedBy",Column,"","LastEditedBy","Non Primary Key","","int","","Not Null","","","","","","","14","PersonID","FK_Purchasing_SupplierTransactions_Application_People (People to SupplierTransactions)","","","","LastEditedBy","INTEGER","Number","","12470272","","","","10","false","false","","","","14","14","","","SupplierTransactions,LastEditedBy","","","Western","LastEditedBy","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Numeric ID used for reference to a person within the database"
"1075838981::1682","LastEditedWhen",Column,"","LastEditedWhen","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","15","","","","","","LastEditedWhen","DATE","Datetime","","8470830","","","","10","false","false","","","","15","15","","","SupplierTransactions","","","Western","LastEditedWhen","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::1748","SystemParameterID",Column,"","SystemParameterID","Primary Key","","int","","Not Null","","","","","","","1","","","","","","SystemParameterID","INTEGER","Number","","8470830","","","","10","false","false","","","","1","1","","","SystemParameters,SystemParameterID","","","Western","SystemParameterID","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Numeric ID used for row holding system parameters"
"1075838981::1749","DeliveryAddressLine1",Column,"","DeliveryAddressLine1","Non Primary Key","","nvarchar(60)","","Not Null","","","","","","","2","","","","","","DeliveryAddressLine1","NVARCHAR(60)","String","","8470830","","","","10","false","false","","","","2","2","","","SystemParameters","","","Western","DeliveryAddressLine1","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","16","","Default String Icon","","","","","false","","","","","First address line for the company"
"1075838981::1750","DeliveryAddressLine2",Column,"","DeliveryAddressLine2","Non Primary Key","","nvarchar(60)","0","Null","","","","","","","3","","","","","","DeliveryAddressLine2","NVARCHAR(60)","String","","8470830","","","","10","false","false","","","","3","3","","","SystemParameters","","","Western","DeliveryAddressLine2","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","72","","Default String Icon","","","","","false","","","","","Second address line for the company"
"1075838981::1751","DeliveryCityID",Column,"","DeliveryCityID","Non Primary Key","","int","","Not Null","","","","","","","4","CityID","FK_Application_SystemParameters_DeliveryCityID_Application_Cities (Cities to SystemParameters)","","","","DeliveryCityID","INTEGER","Number","","12470272","","","","10","false","false","","","","4","4","","","SystemParameters,DeliveryCityID","","","Western","DeliveryCityID","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","ID of the city for this address"
"1075838981::1752","DeliveryPostalCode",Column,"","DeliveryPostalCode","Non Primary Key","","nvarchar(10)","","Not Null","","","","","","","5","","","","","","DeliveryPostalCode","NVARCHAR(10)","String","","8470830","","","","10","false","false","","","","5","5","","","SystemParameters","","","Western","DeliveryPostalCode","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","10","","Default String Icon","","","","","false","","","","","Postal code for the company"
"1075838981::1753","DeliveryLocation",Column,"","DeliveryLocation","Non Primary Key","","geography","","Not Null","","","","","","","6","","","","","","DeliveryLocation","SPATIAL","_default_","","8470830","","","","10","false","false","","","","6","6","","","SystemParameters","","","Western","DeliveryLocation","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default <unknown> Icon","","","","","false","","","","","Geographic location for the company office"
"1075838981::1754","PostalAddressLine1",Column,"","PostalAddressLine1","Non Primary Key","","nvarchar(60)","","Not Null","","","","","","","7","","","","","","PostalAddressLine1","NVARCHAR(60)","String","","8470830","","","","10","false","false","","","","7","7","","","SystemParameters","","","Western","PostalAddressLine1","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","26","","Default String Icon","","","","","false","","","","","First postal address line for the company"
"1075838981::1755","PostalAddressLine2",Column,"","PostalAddressLine2","Non Primary Key","","nvarchar(60)","0","Null","","","","","","","8","","","","","","PostalAddressLine2","NVARCHAR(60)","String","","8470830","","","","10","false","false","","","","8","8","","","SystemParameters","","","Western","PostalAddressLine2","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","32","","Default String Icon","","","","","false","","","","","Second postaladdress line for the company"
"1075838981::1756","PostalCityID",Column,"","PostalCityID","Non Primary Key","","int","","Not Null","","","","","","","9","CityID","FK_Application_SystemParameters_PostalCityID_Application_Cities (Cities to SystemParameters)","","","","PostalCityID","INTEGER","Number","","12470272","","","","10","false","false","","","","9","9","","","SystemParameters,PostalCityID","","","Western","PostalCityID","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","ID of the city for this postaladdress"
"1075838981::1757","PostalPostalCode",Column,"","PostalPostalCode","Non Primary Key","","nvarchar(10)","","Not Null","","","","","","","10","","","","","","PostalPostalCode","NVARCHAR(10)","String","","8470830","","","","10","false","false","","","","10","10","","","SystemParameters","","","Western","PostalPostalCode","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","10","","Default String Icon","","","","","false","","","","","Postal code for the company when sending via mail"
"1075838981::1758","ApplicationSettings",Column,"","ApplicationSettings","Non Primary Key","","nvarchar(max)","","Not Null","","","","","","","11","","","","","","ApplicationSettings","NVARCHAR","String","","8470830","","","","10","false","false","","","","11","11","","","SystemParameters","","","Western","ApplicationSettings","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","6596","","Default String Icon","","","","","false","","","","","JSON-structured application settings"
"1075838981::1759","LastEditedBy",Column,"","LastEditedBy","Non Primary Key","","int","","Not Null","","","","","","","12","PersonID","FK_Application_SystemParameters_Application_People (People to SystemParameters)","","","","LastEditedBy","INTEGER","Number","","12470272","","","","10","false","false","","","","12","12","","","SystemParameters,LastEditedBy","","","Western","LastEditedBy","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Numeric ID used for reference to a person within the database"
"1075838981::1760","LastEditedWhen",Column,"","LastEditedWhen","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","13","","","","","","LastEditedWhen","DATE","Datetime","","8470830","","","","10","false","false","","","","13","13","","","SystemParameters","","","Western","LastEditedWhen","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::1774","TransactionTypeID",Column,"","TransactionTypeID","Primary Key","","int","","Not Null","","","","","","","1","","","","","","TransactionTypeID","INTEGER","Number","","8470830","","","","10","false","false","","","","1","1","","","TransactionTypes,TransactionTypeID,TransactionTypeID,TransactionTypeID,TransactionTypeID","","","Western","TransactionTypeID","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Numeric ID used for reference to a transaction type within the database"
"1075838981::1775","TransactionTypeName",Column,"","TransactionTypeName","Non Primary Key","","nvarchar(50)","","Not Null","","","","","","","2","","","","","","TransactionTypeName","NVARCHAR(50)","String","","0","","","","10","false","false","","","","2","2","","","TransactionTypes,TransactionTypeName","","","Western","TransactionTypeName","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","35","","Default String Icon","","","","","false","","","","","Full name of the transaction type"
"1075838981::1776","LastEditedBy",Column,"","LastEditedBy","Non Primary Key","","int","","Not Null","","","","","","","3","PersonID","FK_Application_TransactionTypes_Application_People (People to TransactionTypes)","","","","LastEditedBy","INTEGER","Number","","12470272","","","","10","false","false","","","","3","3","","","TransactionTypes,LastEditedBy","","","Western","LastEditedBy","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Numeric ID used for reference to a person within the database"
"1075838981::1777","ValidFrom",Column,"","ValidFrom","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","4","","","","","","ValidFrom","DATE","Datetime","","8470830","","","","10","false","false","","","","4","4","","","TransactionTypes","","","Western","ValidFrom","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::1778","ValidTo",Column,"","ValidTo","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","5","","","","","","ValidTo","DATE","Datetime","","8470830","","","","10","false","false","","","","5","5","","","TransactionTypes","","","Western","ValidTo","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::1787","TransactionTypeID",Column,"","TransactionTypeID","Non Primary Key","","int","","Not Null","","","","","","","1","","","","","","TransactionTypeID","INTEGER","Number","","8470830","","","","10","false","false","","","","1","1","","","TransactionTypes_Archive","","","Western","TransactionTypeID","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","",""
"1075838981::1788","TransactionTypeName",Column,"","TransactionTypeName","Non Primary Key","","nvarchar(50)","","Not Null","","","","","","","2","","","","","","TransactionTypeName","NVARCHAR(50)","String","","8470830","","","","10","false","false","","","","2","2","","","TransactionTypes_Archive","","","Western","TransactionTypeName","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","12","","Default String Icon","","","","","false","","","","",""
"1075838981::1789","LastEditedBy",Column,"","LastEditedBy","Non Primary Key","","int","","Not Null","","","","","","","3","","","","","","LastEditedBy","INTEGER","Number","","8470830","","","","10","false","false","","","","3","3","","","TransactionTypes_Archive","","","Western","LastEditedBy","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","",""
