ERwin Property Ids,1075850516::User Formatted Name  [read only],0::Object Type  [read only],1073742125::Definition,1073742126::Name,1075849148::Comments,1075849176::Physical Name,1075850193::Dependent Objects  [read only],1075850516::User Formatted Name  [read only],1075852278::Extended Notes Order  [read only],1075848978::Type  [read only],1075849017::Attribute,1075849056::Physical Data Type,1075849060::Percent Null,1075849062::Null Option,1075849102::View Column Expression,1075849115::Empty Is Null,1075849117::Read Only,1075849121::Data Sources  [read only],1075849122::DS Comment,1075849125::Row GUID,1075849131::Physical Order  [read only],1075849136::Parent Attribute  [read only],1075849137::Parent Relationship  [read only],1075849172::Physical Only,1075849173::Logical Only,1075849201::Logical Data Type,1075849452::Domain Parent,1075849722::Is Not For Replication,1075849731::Font Color,1075849769::Generated Identity,1075849842::Color Is Inherited,1075849843::Font Inherited,1075849998::Font Size,1075849999::Font Bold,1075850000::Font Italic,1075850008::Update Attribute Definition to Match,1075850017::Starting Value,1075850018::Increment By,1075850085::Attribute Order  [read only],1075850088::Column Order  [read only],1075850089::Theme,1075850186::Expression,1075850237::Logical Lead Attribute  [read only],1075850245::Physical Lead Attribute  [read only],1075850297::Font Charset,1075850521::Check Constraint Inheritance Prohibited,1075850522::Default Constraint Inheritance Prohibited,1075850564::Collation,1075850637::Populate All Rows With Default Value,1075850700::Persisted,1075850734::XML Document Type,1075850736::XML Schema Collection,1075850744::Sparse,1075851000::Is Filestream,1075851001::Is Sparse Column Set,1075851147::Font,1075851148::Font Name,1075851149::Font Strikethrough,1075851150::Font Underscore,1075851212::Average Width,1075851250::Is Encrypted,1075851720::Image,1075852305::Column Mask Function,1075852321::Column Encryption Key,1075852322::Encryption Type,1075852340::Hidden,1075852464::Password,1075852560::PII,1075853568::Column Class,1075853916::Attribute Data Vault Complaincy
"1075838981::2250","BusinessEntityID",Column,"Employee identification number if applicant was hired. Foreign key to Employee.BusinessEntityID.","BusinessEntityID","Employee identification number if applicant was hired. Foreign key to Employee.BusinessEntityID.","","vJobCandidate","BusinessEntityID","","View","","int","85","Null","","","","","","","2","BusinessEntityID","jc(JobCandidate as jc to vJobCandidate)","","","INTEGER","Number","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","","","",""
"1075838981::2251","Prefix",Column,"","Prefix","","","vJobCandidate","Prefix","","View","","char(18)","","Null"," [Resume].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (/Resume/Name/Name.Prefix)[1]' , 'nvarchar(30)' ) ","","","","","","3","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2252","First",Column,"","First","","","vJobCandidate","First","","View","","char(18)","","Null"," [Resume].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume"";
        (/Resume/Name/Name.First)[1]' , 'nvarchar(30)' ) ","","","","","","4","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2253","Middle",Column,"","Middle","","","vJobCandidate","Middle","","View","","char(18)","","Null"," [Resume].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (/Resume/Name/Name.Middle)[1]' , 'nvarchar(30)' ) ","","","","","","5","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2254","Last",Column,"","Last","","","vJobCandidate","Last","","View","","char(18)","","Null"," [Resume].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (/Resume/Name/Name.Last)[1]' , 'nvarchar(30)' ) ","","","","","","6","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2255","Suffix",Column,"","Suffix","","","vJobCandidate","Suffix","","View","","char(18)","","Null"," [Resume].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (/Resume/Name/Name.Suffix)[1]' , 'nvarchar(30)' ) ","","","","","","7","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2256","Skills",Column,"","Skills","","","vJobCandidate","Skills","","View","","char(18)","","Null"," [Resume].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (/Resume/Skills)[1]' , 'nvarchar(max)' ) ","","","","","","8","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2257","Type",Column,"","Type","","","vJobCandidate","Type","","View","","char(18)","","Null"," [Resume].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Address/Addr.Type)[1]' , 'nvarchar(30)' ) ","","","","","","9","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2258","CountryRegion",Column,"","CountryRegion","","","vJobCandidate","CountryRegion","","View","","char(18)","","Null"," [Resume].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Address/Addr.Location/Location/Loc.CountryRegion)[1]' , 'nvarchar(100)' ) ","","","","","","10","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2259","State",Column,"","State","","","vJobCandidate","State","","View","","char(18)","","Null"," [Resume].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Address/Addr.Location/Location/Loc.State)[1]' , 'nvarchar(100)' ) ","","","","","","11","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2260","City",Column,"","City","","","vJobCandidate","City","","View","","char(18)","","Null"," [Resume].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Address/Addr.Location/Location/Loc.City)[1]' , 'nvarchar(100)' ) ","","","","","","12","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2261","PostalCode",Column,"","PostalCode","","","vJobCandidate","PostalCode","","View","","char(18)","","Null"," [Resume].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Address/Addr.PostalCode)[1]' , 'nvarchar(20)' ) ","","","","","","13","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2262","EMail",Column,"","EMail","","","vJobCandidate","EMail","","View","","char(18)","","Null"," [Resume].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (/Resume/EMail)[1]' , 'nvarchar(max)' ) ","","","","","","14","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2263","WebSite",Column,"","WebSite","","","vJobCandidate","WebSite","","View","","char(18)","","Null"," [Resume].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (/Resume/WebSite)[1]' , 'nvarchar(max)' ) ","","","","","","15","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2264","ModifiedDate",Column,"Date and time the record was last updated.","ModifiedDate","Date and time the record was last updated.","","vJobCandidate","ModifiedDate","","View","","datetime","","Not Null","","","","","","","16","ModifiedDate","jc(JobCandidate as jc to vJobCandidate)","","","TIMESTAMP","Datetime","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","","","",""
"1075838981::2267","JobCandidateID",Column,"Primary key for JobCandidate records.","JobCandidateID","Primary key for JobCandidate records.","","vJobCandidateEmployment","JobCandidateID","","View","","int","","Not Null","","","","","","","1","JobCandidateID","jc(JobCandidate as jc to vJobCandidateEmployment)","","","INTEGER","Number","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","","","",""
"1075838981::2268","StartDate",Column,"","StartDate","","","vJobCandidateEmployment","StartDate","","View","","char(18)","","Null"," CONVERT(datetime,  REPLACE(  [Employment].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Emp.StartDate)[1]' , 'nvarchar(20)' )  , 'Z' , '' ) , 101)","","","","","","2","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2269","EndDate",Column,"","EndDate","","","vJobCandidateEmployment","EndDate","","View","","char(18)","","Null"," CONVERT(datetime,  REPLACE(  [Employment].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Emp.EndDate)[1]' , 'nvarchar(20)' )  , 'Z' , '' ) , 101)","","","","","","3","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2270","OrgName",Column,"","OrgName","","","vJobCandidateEmployment","OrgName","","View","","char(18)","","Null"," [Employment].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Emp.OrgName)[1]' , 'nvarchar(100)' ) ","","","","","","4","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2271","JobTitle",Column,"","JobTitle","","","vJobCandidateEmployment","JobTitle","","View","","char(18)","","Null"," [Employment].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Emp.JobTitle)[1]' , 'nvarchar(100)' ) ","","","","","","5","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2272","Responsibility",Column,"","Responsibility","","","vJobCandidateEmployment","Responsibility","","View","","char(18)","","Null"," [Employment].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Emp.Responsibility)[1]' , 'nvarchar(max)' ) ","","","","","","6","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2273","FunctionCategory",Column,"","FunctionCategory","","","vJobCandidateEmployment","FunctionCategory","","View","","char(18)","","Null"," [Employment].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Emp.FunctionCategory)[1]' , 'nvarchar(max)' ) ","","","","","","7","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2274","IndustryCategory",Column,"","IndustryCategory","","","vJobCandidateEmployment","IndustryCategory","","View","","char(18)","","Null"," [Employment].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Emp.IndustryCategory)[1]' , 'nvarchar(max)' ) ","","","","","","8","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2275","CountryRegion",Column,"","CountryRegion","","","vJobCandidateEmployment","CountryRegion","","View","","char(18)","","Null"," [Employment].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Emp.Location/Location/Loc.CountryRegion)[1]' , 'nvarchar(max)' ) ","","","","","","9","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2276","State",Column,"","State","","","vJobCandidateEmployment","State","","View","","char(18)","","Null"," [Employment].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Emp.Location/Location/Loc.State)[1]' , 'nvarchar(max)' ) ","","","","","","10","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2277","City",Column,"","City","","","vJobCandidateEmployment","City","","View","","char(18)","","Null"," [Employment].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Emp.Location/Location/Loc.City)[1]' , 'nvarchar(max)' ) ","","","","","","11","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2280","JobCandidateID",Column,"Primary key for JobCandidate records.","JobCandidateID","Primary key for JobCandidate records.","","vJobCandidateEducation","JobCandidateID","","View","","int","","Not Null","","","","","","","1","JobCandidateID","jc(JobCandidate as jc to vJobCandidateEducation)","","","INTEGER","Number","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","","","",""
"1075838981::2281","Level",Column,"","Level","","","vJobCandidateEducation","Level","","View","","char(18)","","Null"," [Education].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Edu.Level)[1]' , 'nvarchar(max)' ) ","","","","","","2","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2282","StartDate",Column,"","StartDate","","","vJobCandidateEducation","StartDate","","View","","char(18)","","Null"," CONVERT(datetime,  REPLACE(  [Education].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Edu.StartDate)[1]' , 'nvarchar(20)' )  , 'Z' , '' ) , 101)","","","","","","3","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2283","EndDate",Column,"","EndDate","","","vJobCandidateEducation","EndDate","","View","","char(18)","","Null"," CONVERT(datetime,  REPLACE(  [Education].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Edu.EndDate)[1]' , 'nvarchar(20)' )  , 'Z' , '' ) , 101)","","","","","","4","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2284","Degree",Column,"","Degree","","","vJobCandidateEducation","Degree","","View","","char(18)","","Null"," [Education].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Edu.Degree)[1]' , 'nvarchar(50)' ) ","","","","","","5","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2285","Major",Column,"","Major","","","vJobCandidateEducation","Major","","View","","char(18)","","Null"," [Education].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Edu.Major)[1]' , 'nvarchar(50)' ) ","","","","","","6","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2286","Minor",Column,"","Minor","","","vJobCandidateEducation","Minor","","View","","char(18)","","Null"," [Education].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Edu.Minor)[1]' , 'nvarchar(50)' ) ","","","","","","7","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2287","GPA",Column,"","GPA","","","vJobCandidateEducation","GPA","","View","","char(18)","","Null"," [Education].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Edu.GPA)[1]' , 'nvarchar(5)' ) ","","","","","","8","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2288","GPAScale",Column,"","GPAScale","","","vJobCandidateEducation","GPAScale","","View","","char(18)","","Null"," [Education].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Edu.GPAScale)[1]' , 'nvarchar(5)' ) ","","","","","","9","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2289","School",Column,"","School","","","vJobCandidateEducation","School","","View","","char(18)","","Null"," [Education].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Edu.School)[1]' , 'nvarchar(100)' ) ","","","","","","10","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2290","CountryRegion",Column,"","CountryRegion","","","vJobCandidateEducation","CountryRegion","","View","","char(18)","","Null"," [Education].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Edu.Location/Location/Loc.CountryRegion)[1]' , 'nvarchar(100)' ) ","","","","","","11","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2291","State",Column,"","State","","","vJobCandidateEducation","State","","View","","char(18)","","Null"," [Education].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Edu.Location/Location/Loc.State)[1]' , 'nvarchar(100)' ) ","","","","","","12","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2292","City",Column,"","City","","","vJobCandidateEducation","City","","View","","char(18)","","Null"," [Education].ref.value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume""; 
        (Edu.Location/Location/Loc.City)[1]' , 'nvarchar(100)' ) ","","","","","","13","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2301","ProductID",Column,"Primary key for Product records.","ProductID","Primary key for Product records.","","vProductAndDescription","ProductID","","View","","int","","Not Null","","","","","","","1","ProductID","p(Product as p to vProductAndDescription)","","","INTEGER","Number","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","","","",""
"1075838981::2302","Name",Column,"Name of the product.","Name","Name of the product.","","vProductAndDescription","Name","","View","","nvarchar(50)","","Not Null","","","","","","","2","Name","p(Product as p to vProductAndDescription)","","","NVARCHAR(50)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","SQL_Latin1_General_CP1_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","36","","Default String Icon","","","","","","","",""
"1075838981::2303","ProductModel",Column,"Product model description.","ProductModel","Product model description.","","vProductAndDescription","ProductModel","","View","","nvarchar(50)","","Not Null","","","","","","","3","Name","pm(ProductModel as pm to vProductAndDescription)","","","NVARCHAR(50)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","SQL_Latin1_General_CP1_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","31","","Default String Icon","","","","","","","",""
"1075838981::2304","CultureID",Column,"Culture identification number. Foreign key to Culture.CultureID.","CultureID","Culture identification number. Foreign key to Culture.CultureID.","","vProductAndDescription","CultureID","","View","","nchar(6)","","Not Null","","","","","","","4","CultureID","pmx(ProductModelProductDescriptionCulture as pmx to vProductAndDescription)","","","NCHAR(6)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","SQL_Latin1_General_CP1_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2305","Description",Column,"Description of the product.","Description","Description of the product.","","vProductAndDescription","Description","","View","","nvarchar(400)","","Not Null","","","","","","","5","Description","pd(ProductDescription as pd to vProductAndDescription)","","","NVARCHAR(400)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","SQL_Latin1_General_CP1_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","137","","Default String Icon","","","","","","","",""
"1075838981::2308","ProductModelID",Column,"Primary key for ProductModel records.","ProductModelID","Primary key for ProductModel records.","","vProductModelCatalogDescription","ProductModelID","","View","","int","","Not Null","","","","","","","1","ProductModelID","(ProductModel as  to vProductModelCatalogDescription)","","","INTEGER","Number","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","","","",""
"1075838981::2309","Name",Column,"Product model description.","Name","Product model description.","","vProductModelCatalogDescription","Name","","View","","nvarchar(50)","","Not Null","","","","","","","2","Name","(ProductModel as  to vProductModelCatalogDescription)","","","NVARCHAR(50)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","SQL_Latin1_General_CP1_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","31","","Default String Icon","","","","","","","",""
"1075838981::2310","Summary",Column,"","Summary","","","vProductModelCatalogDescription","Summary","","View","","char(18)","","Null"," [CatalogDescription].value( N'declare namespace p1=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelDescription""; 
        declare namespace html=""http://www.w3.org/1999/xhtml""; 
        (/p1:ProductDescription/p1:Summary/html:p)[1]' , 'nvarchar(max)' ) ","","","","","","3","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2311","Manufacturer",Column,"","Manufacturer","","","vProductModelCatalogDescription","Manufacturer","","View","","char(18)","","Null"," [CatalogDescription].value( N'declare namespace p1=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelDescription""; 
        (/p1:ProductDescription/p1:Manufacturer/p1:Name)[1]' , 'nvarchar(max)' ) ","","","","","","4","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2312","Copyright",Column,"","Copyright","","","vProductModelCatalogDescription","Copyright","","View","","char(18)","","Null"," [CatalogDescription].value( N'declare namespace p1=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelDescription""; 
        (/p1:ProductDescription/p1:Manufacturer/p1:Copyright)[1]' , 'nvarchar(30)' ) ","","","","","","5","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2313","ProductURL",Column,"","ProductURL","","","vProductModelCatalogDescription","ProductURL","","View","","char(18)","","Null"," [CatalogDescription].value( N'declare namespace p1=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelDescription""; 
        (/p1:ProductDescription/p1:Manufacturer/p1:ProductURL)[1]' , 'nvarchar(256)' ) ","","","","","","6","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2314","WarrantyPeriod",Column,"","WarrantyPeriod","","","vProductModelCatalogDescription","WarrantyPeriod","","View","","char(18)","","Null"," [CatalogDescription].value( N'declare namespace p1=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelDescription""; 
        declare namespace wm=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelWarrAndMain""; 
        (/p1:ProductDescription/p1:Features/wm:Warranty/wm:WarrantyPeriod)[1]' , 'nvarchar(256)' ) ","","","","","","7","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
